id,genres,vote_average,vote_count,name,developer,publisher
248,Adventure|Puzzle|Story Rich|,4.6,2987,Sam & Max Hit the Road,Lucasfilm,Lucasfilm
249,2D|Puzzle|Adventure|Colorful|Story Rich|Casual|,3.0,9845,CHUCHEL,Amanita Design,Amanita Design
250,Simulation|Strategy|Atmospheric|,3.2,5334,Codename: Panzers - Cold War,InnoGlow|Stormregion|THQ Nordic,InnoGlow|Stormregion|THQ Nordic
251,Action|Fantasy|Strategy|Casual|,1.9,1806,Magic Quest,Stereo7 Games,Stereo7 Games
252,Action|,3.1,5523,World of Soccer,WoS Development Team,WoS Development Team
253,2D|Fantasy|Strategy|Casual|,2.0,5147,DPS IDLE,YDKR,YDKR
254,Sci-fi|2D|Adventure|Simulation|RPG|Strategy|,3.1,4437,The Rule of Land: Pioneers,Horgee Games,Horgee Games
255,Simulation|Strategy|Casual|,1.7,9049,Pool Nation,Cherry Pop Games,Cherry Pop Games
256,Action|Colorful|RPG|Fantasy|Atmospheric|,4.7,4985,AVRACH RESURRECTION,Fluffy Bisons,Fluffy Bisons
257,Action|2D|Sci-fi|Colorful|Casual|Arcade|,4.9,2544,Astro Dash,RETROPE STUDIOS,RETROPE STUDIOS
258,2D|Simulation|,3.9,4872,SimpleRockets,Jundroo| LLC,Jundroo| LLC
259,Simulation|Casual|,2.3,3618,Starting The Game,Online Vision,Online Vision
260,2D|Action|Adventure|RPG|Casual|,0.9,9116,Deepworld,Bytebin,Bytebin
261,Action|Casual|,3.6,8212,Duke of Alpha Centauri,EGAMER,EGAMER
262,2D|Adventure|Puzzle|Story Rich|Atmospheric|,3.9,4395,Unforeseen Incidents,Backwoods Entertainment|Application Systems Heidelberg,Backwoods Entertainment|Application Systems Heidelberg
263,2D|Puzzle|Casual|,4.2,2414,Aurora,BambuseaeGames,BambuseaeGames
264,Action|Horror|Casual|,1.7,3904,Dark Deception: Monsters & Mortals,Glowstick Entertainment,Glowstick Entertainment
265,Action|Story Rich|Casual|Arcade|,4.7,5543,DEEP SPACE WAIFU,Neko Climax Studios,Neko Climax Studios
266,Puzzle|Casual|,4.6,3278,Chime Sharp,Ste Curran|Twistplay,Ste Curran|Twistplay
267,Arcade|,4.7,6588,Trackmania United Forever,Nadeo,Nadeo
268,Adventure|Simulation|Strategy|Casual|,3.4,4200,Creator Adventure Legend,ZerpFa,ZerpFa
269,2D|Adventure|RPG|Fantasy|Story Rich|Strategy|Casual|,3.6,5041,Skyborn,Dancing Dragon Games,Dancing Dragon Games
270,Casual|,4.7,8757,Japanese School Life,code:jp,code:jp
271,Action|Puzzle|Simulation|Strategy|Casual|,2.9,8321,Demolition Inc.,Zeroscale,Zeroscale
272,Simulation|,2.4,4172,PT+,Liam McMains,Liam McMains
273,2D|Adventure|Puzzle|Horror|Fantasy|Story Rich|Casual|Atmospheric|,2.4,1788,The Secret Order 4: Beyond Time,Sunward Games,Sunward Games
274,Adventure|Colorful|Fantasy|Story Rich|,0.1,6889,Sorcerer's Dream,Arai Koh Create Office,Arai Koh Create Office
275,Action|Adventure|,0.4,8066,Cyberdrome,Team Entropy,Team Entropy
276,Puzzle|Strategy|Casual|Atmospheric|,2.0,3944,Sudoku Universe / ,Konstructors,Konstructors
277,Simulation|Strategy|,0.3,6632,TheoTown,blueflower,blueflower
278,Action|2D|Casual|,0.6,5132,Weable,SPECTRUM GAMES,SPECTRUM GAMES
279,Action|Adventure|Simulation|Strategy|,1.3,551,Blood of Steel,YC Games,YC Games
280,Sci-fi|Adventure|Story Rich|Casual|Atmospheric|,2.4,4148,Everybody's Gone to the Rapture,The Chinese Room,The Chinese Room
281,Sci-fi|Simulation|,2.1,2698,Planet Nomads,Craneballs,Craneballs
282,Action|Adventure|Strategy|Casual|,1.9,4849,Farmocalypse,Glowstick Entertainment,Glowstick Entertainment
283,Adventure|Casual|,1.8,5613,Mountain Crime: Requital,Alawar Stargaze,Alawar Stargaze
284,Action|2D|Adventure|Story Rich|RPG|Fantasy|Atmospheric|,4.9,9319,Suits: Absolute Power,Technomancy Studios,Technomancy Studios
285,Adventure|Casual|,2.6,4469,Adventures On The Polluted Islands,Uncle Frost Team,Uncle Frost Team
286,Sci-fi|Simulation|Casual|Atmospheric|,0.5,4888,SpaceEngine,Vladimir Romanyuk,Vladimir Romanyuk
287,Simulation|Strategy|,0.3,9640,Panzer Corps 2,Flashback Games,Flashback Games
288,Adventure|RPG|Casual|,1.2,7966,A Magical High School Girl / ,illuCalab,illuCalab
289,Action|FPS|,0.1,8426,Smashbox Arena,BigBox VR| Inc.,BigBox VR| Inc.
290,Action|Sci-fi|Simulation|Strategy|,3.5,9686,8-Bit Invaders!,Petroglyph,Petroglyph
291,Sci-fi|Simulation|Strategy|Casual|,4.5,9357,Mercury Fallen,Nitrous Butterfly,Nitrous Butterfly
292,2D|Adventure|Puzzle|Story Rich|Casual|,0.8,972,The Darkside Detective,Spooky Doorway,Spooky Doorway
293,Action|,2.8,2119,FrostRunner,Think Arcade,Think Arcade
294,Adventure|RPG|Story Rich|,1.9,9530,Abnormal Treatment,Eternal Dream,Eternal Dream
295,Puzzle|Casual|,0.3,876,Hentai Memory,Pirotexnik,Pirotexnik
296,Puzzle|Adventure|Fantasy|Casual|,4.5,5953,4 Elements,Playrix Entertainment,Playrix Entertainment
297,Action|Adventure|Simulation|FPS|RPG|Casual|,4.6,8952,Tower Unite,PixelTail Games,PixelTail Games
298,Action|2D|,3.2,5563,Apotheon Arena,Alientrap,Alientrap
299,Action|2D|,4.4,595,Critical Zone,It Moves Studio,It Moves Studio
300,2D|Action|Colorful|Fantasy|Atmospheric|,4.3,4667,Momodora: Reverie Under The Moonlight,Bombservice,Bombservice
301,2D|Adventure|Puzzle|Story Rich|Casual|,3.9,8433,Runaway  The Dream of The Turtle,Pendulo Studios,Pendulo Studios
302,Action|Sci-fi|Arcade|,4.8,4617,Nex Machina,Housemarque,Housemarque
303,Action|Colorful|FPS|Strategy|,3.3,9610,Finders Reapers,MOSQUITO COCKTAIL LTD,MOSQUITO COCKTAIL LTD
304,,0.7,7094,PRO EVOLUTION SOCCER 2018 LITE,Konami Digital Entertainment Co.| Ltd,Konami Digital Entertainment Co.| Ltd
305,Strategy|Casual|,0.2,3441,SweatShop,DUCK,DUCK
306,Simulation|,1.9,9165,RC Plane 3,FrozenPepper S.R.L,FrozenPepper S.R.L
307,Sci-fi|Simulation|RPG|Strategy|,1.1,8585,Smugglers 5,Niels Bauer Games,Niels Bauer Games
308,Action|Adventure|Puzzle|Story Rich|Atmospheric|,3.7,805,Batman: Arkham Asylum Game of the Year Edition,Rocksteady Studios,Rocksteady Studios
309,2D|Action|Adventure|Colorful|Arcade|,4.1,8867,Surviv.io - 2D Battle Royale,Kongregate| Inc.,Kongregate| Inc.
310,Adventure|Puzzle|Casual|,4.2,7067,Return to Mysterious Island,Kheops Studio,Kheops Studio
311,Puzzle|Simulation|,0.3,4616,0RBITALIS,Alan Zucconi,Alan Zucconi
312,Strategy|Casual|,3.3,5100,Idle Space Raider,Coconut Shavers,Coconut Shavers
313,2D|Action|Adventure|Colorful|,1.6,8537,Gunmetal Arcadia Zero,Minor Key Games,Minor Key Games
314,Action|Adventure|Casual|,2.5,9898,The Dark Age I : Zordon's Empire,SES,SES
315,Casual|,4.7,1577,Welcome to Light Fields,Google,Google
316,2D|Adventure|Horror|Story Rich|Atmospheric|,4.5,9739,Escape the Game,Simon Fredholm,Simon Fredholm
317,2D|Adventure|,3.0,949,Milkmaid of the Milky Way,Mattis Folkestad,Mattis Folkestad
318,Action|Adventure|Casual|,3.0,1526,,魔书科技,魔书科技
319,Adventure|Fantasy|,2.1,5846,Dragonsphere,MPS Labs,MPS Labs
320,Action|Adventure|Colorful|FPS|Fantasy|Casual|,1.7,7758,Island Saver,Stormcloud Games Limited,Stormcloud Games Limited
321,2D|Action|Adventure|Casual|,0.5,3497,Super Fancy Pants Adventure,Borne Games,Borne Games
322,Action|Simulation|Strategy|,3.9,4488,Voxel Turf,L Twigger,L Twigger
323,Adventure|Puzzle|Story Rich|Casual|,4.9,6223,Dracula: Origin,Frogwares,Frogwares
324,,3.8,5233,SKYBOX VR Video Player,Source Studio,Source Studio
325,Casual|,2.8,5044,Tower Stacker,For Kids,For Kids
326,Action|Sci-fi|FPS|,2.8,3859,PlanetSide Arena,Daybreak Game Company,Daybreak Game Company
327,Action|Adventure|Puzzle|Horror|Atmospheric|,2.6,1170,Blameless,Vaclav Hudec,Vaclav Hudec
328,,4.8,867,KumaKuma Manga Editor,KumaKumaManga,KumaKumaManga
329,Action|Adventure|Casual|,2.3,8158,Mini Ninjas,IO Interactive,IO Interactive
330,Action|Sci-fi|2D|RPG|Strategy|,1.9,3861,Halfway,Robotality,Robotality
331,2D|Puzzle|Horror|Atmospheric|,3.5,9299,Closure,Eyebrow Interactive,Eyebrow Interactive
332,,4.1,4484,McOsu,McKay,McKay
333,Action|Adventure|Puzzle|Horror|Atmospheric|,1.4,2236,Obscure II (Obscure: The Aftermath),Hydravision Entertainment,Hydravision Entertainment
334,Action|Adventure|,2.2,6053,Tower,JooGray videogames,JooGray videogames
335,Adventure|Puzzle|Casual|,1.6,5429,La Rana,Frog Paw Studios,Frog Paw Studios
336,Casual|,2.4,4203,Aircar,Giant Form Entertainment| LLC,Giant Form Entertainment| LLC
337,,0.1,9628,TAPP - Translator APPlication,NVISION CREATIVE,NVISION CREATIVE
338,Action|2D|,1.7,5132,Super Raft Boat,Jason Gertner|Carson Kompon|Yukon Wainczak|Jennifer Kindl,Jason Gertner|Carson Kompon|Yukon Wainczak|Jennifer Kindl
339,Sci-fi|Strategy|,0.5,1466,Meridian: New World,Elder Games,Elder Games
340,Action|2D|Story Rich|,1.0,7904,Master Spy,TURBOGUN,TURBOGUN
341,Simulation|RPG|Strategy|Casual|,1.9,9886,Siege Survival: Gloria Victis Prologue,Black Eye Games|FishTankStudio,Black Eye Games|FishTankStudio
342,Action|Sci-fi|Adventure|FPS|Strategy|Atmospheric|,4.2,5454,Tom Clancy's Ghost Recon: Future Soldier,Ubisoft Paris|Red Storm Entertainment,Ubisoft Paris|Red Storm Entertainment
343,Adventure|Simulation|,5.0,3644,NoLimits 2 Roller Coaster Simulation,Ole Lange,Ole Lange
344,Sci-fi|Story Rich|Casual|Atmospheric|,3.2,8895,Eliza,Zachtronics,Zachtronics
345,Action|Sci-fi|Adventure|Simulation|,4.2,6686,Star Trek: Judgment Rites,Interplay Entertainment Corp.,Interplay Entertainment Corp.
346,Puzzle|Casual|,0.8,2833,Cyto,Room 8 Studio,Room 8 Studio
347,2D|Action|Colorful|RPG|Story Rich|Fantasy|,0.7,2098,Catmaze,Redblack Spade,Redblack Spade
348,Action|Sci-fi|Colorful|Arcade|,3.8,4744,Boson X,Ian MacLarty|Jon Kerney,Ian MacLarty|Jon Kerney
349,Action|Arcade|,1.9,8660,Data Jammers: FastForward,Digital Eel,Digital Eel
350,Sci-fi|RPG|Strategy|,0.8,4650,UFO: Afterlight,Altar Games,Altar Games
351,Simulation|Strategy|Casual|,0.3,2621,eSports Legend,90Games,90Games
352,Adventure|Puzzle|RPG|Atmospheric|,4.0,3230, Bright Bird,北京星磐科技,北京星磐科技
353,Adventure|Simulation|RPG|Story Rich|Strategy|Casual|,3.3,2903,OCTOPATH TRAVELER,Square Enix|ACQUIRE Corp.,Square Enix|ACQUIRE Corp.
354,RPG|Strategy|,1.4,8694,Bravada,Interbellum team,Interbellum team
355,Adventure|Colorful|Fantasy|RPG|Story Rich|,2.0,4469,Knights of Riddle,Game Scorpion Inc.,Game Scorpion Inc.
356,Action|,3.8,7154,Stonerid,Enitvare,Enitvare
357,Action|2D|Puzzle|Simulation|Strategy|,0.4,2499,Door Kickers,KillHouse Games,KillHouse Games
358,Action|Simulation|RPG|FPS|Strategy|,3.0,6575,Freeman: Guerrilla Warfare,KK Game Studio,KK Game Studio
359,Action|Sci-fi|Adventure|Simulation|,0.8,9349,Star Trek: Starfleet Academy,Interplay Entertainment Corp.,Interplay Entertainment Corp.
360,Action|2D|Sci-fi|Casual|,0.2,7289,Grav Blazer,Ripknot Systems,Ripknot Systems
361,Adventure|Horror|RPG|,4.3,6285,BloodNet,MicroProse Software| Inc,MicroProse Software| Inc
362,Adventure|RPG|Story Rich|,4.5,3364,BoxxyQuest: The Gathering Storm,SpherianGames,SpherianGames
363,Action|Adventure|Simulation|Strategy|Casual|,4.5,7960,Cat Simulator,Funny Games Group|Catstudio,Funny Games Group|Catstudio
364,Action|Sci-fi|Adventure|FPS|Story Rich|Atmospheric|,3.4,5004,Call of Duty: Infinite Warfare,Infinity Ward,Infinity Ward
365,Casual|,4.8,1802,Solitaire Beach Season,Creobit,Creobit
366,Action|Casual|,3.1,1872,Air Combat Arena,Sky Coder,Sky Coder
367,Action|Arcade|,1.7,3388,FlatOut: Ultimate Carnage,Bugbear Entertainment,Bugbear Entertainment
368,Action|2D|Arcade|Atmospheric|,4.8,4745,Within the blade,Ametist studio,Ametist studio
369,Casual|,4.2,3327,Freedom Locomotion VR,Huge Robot,Huge Robot
370,Action|Adventure|Simulation|Story Rich|RPG|Atmospheric|,4.6,7944,Shenmue I & II,D3T,D3T
371,Action|Sci-fi|Colorful|Strategy|Arcade|,4.9,1549,Impossible Target,Pasha Utt,Pasha Utt
372,Adventure|RPG|Casual|,3.7,9872,Aveyond 3-2: Gates of Night,Amaranth Games| LLC,Amaranth Games| LLC
373,Action|Adventure|RPG|Fantasy|,1.8,8656,Vikings - Wolves of Midgard,Games Farm,Games Farm
374,Strategy|Casual|,3.2,4007,Quiplash,Jackbox Games| Inc.,Jackbox Games| Inc.
375,Strategy|,2.4,9196,Vincere Totus Astrum,Gamesare,Gamesare
376,Action|Adventure|Simulation|,3.0,2734,Infinitum,VGstudio,VGstudio
377,Puzzle|Horror|Strategy|Casual|,3.4,2539,Slayaway Camp,Blue Wizard Digital,Blue Wizard Digital
378,,4.5,5935,OVR Toolkit,Curtis English,Curtis English
379,Horror|,3.9,6594,Strange Night,Labory,Labory
380,Adventure|Horror|Atmospheric|,3.7,4255,The Land of Pain,Alessandro Guzzo,Alessandro Guzzo
381,,4.3,4616,Pumped BMX +,Yeah Us!,Yeah Us!
382,Action|Sci-fi|Simulation|Strategy|,0.5,7620,Star Trek: Starfleet Command Gold Edition,Interplay Entertainment Corp.,Interplay Entertainment Corp.
383,Casual|,4.0,9144,Retro Racers 2,LoadUpGames.com,LoadUpGames.com
384,Fantasy|Strategy|,4.9,7958,Duelyst,Counterplay Games Inc.,Counterplay Games Inc.
385,Action|2D|Colorful|Casual|Arcade|,1.2,1292,Ding Dong XL,Adamvision Studios,Adamvision Studios
386,Adventure|Puzzle|Simulation|RPG|Fantasy|Story Rich|,3.0,4674,Magical Diary: Horse Hall,Hanako Games,Hanako Games
387,Action|Adventure|Simulation|RPG|Fantasy|Casual|Atmospheric|,0.6,5792,Deiland,Chibig,Chibig
388,Action|Adventure|FPS|,5.0,7233,MEMORIES OF MARS,Limbic Entertainment GmbH,Limbic Entertainment GmbH
389,Strategy|Atmospheric|,3.1,4633,Syrian Warfare,Cats Who Play,Cats Who Play
390,,3.3,1762,Simple VR Video Player,simplevr.pro,simplevr.pro
391,Strategy|,1.4,3329,Wuxing Master (CCG),Chengdu Touch Times Technology Co.| Ltd,Chengdu Touch Times Technology Co.| Ltd
392,Action|RPG|,0.6,898,Loki,Cyanide Studios,Cyanide Studios
393,Adventure|,3.3,1150,Relive,Studio Evil,Studio Evil
394,Action|Fantasy|,2.7,9984,DISSIDIA FINAL FANTASY NT Free Edition,Square Enix|KOEI TECMO GAMES CO.| LTD.,Square Enix|KOEI TECMO GAMES CO.| LTD.
395,Fantasy|Strategy|,1.7,8335,Magic: The Gathering - Duels of the Planeswalkers 2013,Stainless Games,Stainless Games
396,Action|Adventure|Horror|FPS|,0.9,3214,Red Forest,BiscuitPlay,BiscuitPlay
397,2D|Puzzle|Adventure|Story Rich|,3.8,6102,Don't Disturb,Midnight Party,Midnight Party
398,Action|Adventure|Colorful|Story Rich|Fantasy|Casual|Arcade|Atmospheric|,3.9,992,Sayonara Wild Hearts,Simogo,Simogo
399,Action|2D|,0.5,4281,Azure Striker Gunvolt,INTI CREATES CO.| LTD.,INTI CREATES CO.| LTD.
400,Simulation|Strategy|,1.3,9822,Battle Fleet 2,Mythical City Games,Mythical City Games
401,Action|RPG|Strategy|,0.7,8949,UFO Online: Invasion,Bad Pixel,Bad Pixel
402,Adventure|RPG|Fantasy|Casual|,3.1,3000,The King's Request: Physiology and Anatomy Revision Game,Physiology with Dr Christian,Physiology with Dr Christian
403,Adventure|Horror|Story Rich|,4.6,4048,DisneyPixar Cars,Beenox,Beenox
404,Action|Strategy|,0.2,3457,VERSUS SQUAD,DiezelPower,DiezelPower
405,2D|Adventure|RPG|Story Rich|Strategy|,1.6,3896,,JT Interactive Entertainment,JT Interactive Entertainment
406,Action|Simulation|Strategy|,4.9,1140,Motorsport Manager,Playsport Games,Playsport Games
407,Adventure|Story Rich|Casual|,4.4,5789,10mg: Locked In,de Fault|Chard|Richard Campbell,de Fault|Chard|Richard Campbell
408,Action|,4.2,4366,Acceleration of SUGURI X-Edition HD,Orange_Juice,Orange_Juice
409,Action|2D|Atmospheric|Arcade|,2.8,3940,Castle of no Escape 2,D.E.X. Team,D.E.X. Team
410,2D|Puzzle|Casual|,0.3,8936,Blocks That Matter,Swing Swing Submarine,Swing Swing Submarine
411,2D|Simulation|Strategy|,3.2,5519,NIMBY Rails,Weird and Wry,Weird and Wry
412,Action|Adventure|Simulation|RPG|Strategy|Casual|,0.7,3429,War Blade,Tvr Games,Tvr Games
413,Adventure|,3.6,4235,Jack Keane,Deck13,Deck13
414,Action|Strategy|,3.4,1919,Army Men RTS,Pandemic Studios,Pandemic Studios
415,Action|Colorful|Casual|Arcade|,4.5,4888,Beat Hazard,Cold Beam Games,Cold Beam Games
416,Casual|,3.2,9670,Viki Spotter: Space Mission,For Kids,For Kids
417,Action|2D|,2.8,5220,The Ultimatest Battle,Ediogames,Ediogames
418,Simulation|Horror|Fantasy|Strategy|,4.2,7040,Kingdom Wars 2: Battles,Reverie World Studios,Reverie World Studios
419,Action|2D|Adventure|Colorful|RPG|Casual|,4.7,4420,Gachi Heroes,Lohsoft,Lohsoft
420,Sci-fi|Strategy|Atmospheric|,1.6,5796,MarZ: Tactical Base Defense,doorfortyfour,doorfortyfour
421,Action|Adventure|Simulation|Strategy|Casual|Arcade|,0.6,3321,SurvivalZ Battlegrounds,KicklessGame,KicklessGame
422,Action|Sci-fi|Adventure|FPS|Casual|,4.7,2132,Second Extinction,Systemic Reaction™,Systemic Reaction™
423,Adventure|Horror|Casual|,1.1,6700,MovieMator Video Editor Pro - Movie Maker  Video Editing Software,EffectMatrix,EffectMatrix
424,Action|Simulation|FPS|Casual|,4.1,2812,Slingshot people,StalkerAlex,StalkerAlex
425,2D|Action|RPG|Fantasy|Strategy|,3.5,7986,Monster Slayers,Nerdook Productions,Nerdook Productions
426,Action|Sci-fi|2D|Adventure|Simulation|RPG|Casual|Atmospheric|,0.8,5609,STAR-BOX: RPG Adventures in Space,Michael Flynn,Michael Flynn
427,Action|2D|Adventure|RPG|Fantasy|,5.0,8859,stein.world,pg5-Studio,pg5-Studio
428,Adventure|RPG|Fantasy|Casual|,3.2,3504,Lili: Child of Geos - Complete Edition,BitMonster| Inc.,BitMonster| Inc.
429,Action|FPS|,1.5,6721,P.A.S.,Eforb,Eforb
430,2D|Adventure|RPG|Story Rich|Fantasy|Strategy|Atmospheric|,2.5,552,The Banner Saga,Stoic,Stoic
431,2D|Action|Puzzle|Adventure|,2.1,3036,Offspring Fling!,Kyle Pulver,Kyle Pulver
432,Strategy|Casual|,1.7,3369,Rento Fortune: Online Dice Board Game (),LAN - GAMES LTD,LAN - GAMES LTD
433,Action|Puzzle|Adventure|RPG|Fantasy|Story Rich|Atmospheric|,3.5,1336,Shadows: Awakening,Games Farm,Games Farm
434,Adventure|Horror|RPG|,2.4,2636,New kind of adventure,Mint Age Studios,Mint Age Studios
435,Action|Adventure|Horror|Simulation|FPS|Atmospheric|,0.6,4211,Devolverland Expo,Flying Wild Hog,Flying Wild Hog
436,Action|Strategy|Casual|,3.5,8909,Age of Steel: Recharge,Quaint Emerald,Quaint Emerald
437,Action|Horror|FPS|Story Rich|Casual|,2.9,6976,Harthorn,Vincent Lade,Vincent Lade
438,Action|Sci-fi|Adventure|Horror|FPS|RPG|Strategy|Atmospheric|,4.9,6802,Space Hulk: Deathwing,Streum On Studio,Streum On Studio
439,2D|Adventure|Casual|Atmospheric|,0.6,6384,Mitoza,Gal Mamalya,Gal Mamalya
440,Adventure|Colorful|RPG|Story Rich|Atmospheric|,0.1,2119,Zodiakalik,Diego Fernandes Malinowsky|Altanir Aparecida Fernandes Malinowsky,Diego Fernandes Malinowsky|Altanir Aparecida Fernandes Malinowsky
441,Adventure|Simulation|,3.7,839,Kolb Antarctica Experience,Devika,Devika
442,Fantasy|Strategy|,4.5,4632,Fantasy Wars,Ino-Co,Ino-Co
443,Action|Adventure|Casual|,0.4,9249,La Camila: A VR Story,Jak Wilmot,Jak Wilmot
444,Action|Adventure|RPG|Story Rich|Casual|,2.6,5290,The Mercury Man,Mehsoft,Mehsoft
445,Action|Sci-fi|Simulation|,2.9,2467,Descent: FreeSpace  The Great War,Volition Inc.,Volition Inc.
446,Action|Adventure|RPG|Strategy|,3.2,9597,Destiny of Ancient Kingdoms,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa
447,Action|Sci-fi|FPS|,4.4,6961,Islands of Nyne: Battle Royale,Define Human Studios,Define Human Studios
448,Adventure|Puzzle|Casual|,3.4,678,Sacra Terra: Angelic Night,Alawar Entertainment,Alawar Entertainment
449,Adventure|Simulation|Story Rich|Casual|,0.4,2021,SuchArt: Creative Space,Voolgi,Voolgi
450,Action|FPS|Strategy|Atmospheric|,1.0,7220,Hold your houses,WhackAKey Games,WhackAKey Games
451,2D|Adventure|Puzzle|Story Rich|Atmospheric|,4.9,7416,Broken Sword 5 - the Serpent's Curse,Revolution Software Ltd,Revolution Software Ltd
452,RPG|Strategy|,1.9,701,Might & Mayhem,Kiz Studios,Kiz Studios
453,Strategy|,3.4,571,Rise of the Ancients,Talentplace,Talentplace
454,Adventure|RPG|Fantasy|Strategy|Atmospheric|,4.8,1231,King's Bounty: Crossworlds,Katauri Interactive,Katauri Interactive
455,Action|Adventure|Simulation|Horror|Casual|,2.9,7525,The Dead Sea is changing,๋The Dead Sea is changing.,๋The Dead Sea is changing.
456,Simulation|,0.0,7188,MX vs ATV All Out,Rainbow Studios,Rainbow Studios
457,Adventure|RPG|Fantasy|Strategy|,2.7,6546,Tales from Candlekeep: Tomb of Annihilation,BKOM Studios,BKOM Studios
458,Action|Puzzle|Adventure|RPG|Fantasy|,3.7,7716,FORCED: Slightly Better Edition,BetaDwarf,BetaDwarf
459,Action|Adventure|RPG|,3.0,8153,Dungeon Hunter 5,Gameloft,Gameloft
460,Adventure|Puzzle|,3.8,969,The Artifact,Colin Wren|Sean Scaplehorn|Wayne Jackson|Jason Mallett,Colin Wren|Sean Scaplehorn|Wayne Jackson|Jason Mallett
461,Action|Simulation|Fantasy|,2.1,8399,FaceRig,Holotech Studios,Holotech Studios
462,Simulation|,4.0,3519,Robot Arena III,Gabriel Interactive,Gabriel Interactive
463,Action|Adventure|,0.5,8953,STAR WARS SHADOWS OF THE EMPIRE,LucasArts,LucasArts
464,Adventure|RPG|,1.1,7195,Swords and Sandals 5 Redux: Maximus Edition,Whiskeybarrel Studios,Whiskeybarrel Studios
465,Action|Adventure|Horror|Colorful|,3.2,6784,Flavortown,LHOTI,LHOTI
466,Action|2D|Adventure|RPG|Strategy|Casual|,3.1,1841,Overture,Black Shell Games,Black Shell Games
467,2D|Strategy|Casual|,2.2,9631,Ticket to Ride,Days of Wonder,Days of Wonder
468,Simulation|Strategy|,3.3,7391,Football  Tactics & Glory,Creoteam,Creoteam
469,Action|Story Rich|,3.1,3656,Ninja Pizza Girl,Disparity Games,Disparity Games
470,Horror|Simulation|Casual|,0.3,926,Sophie's Curse,TrerPlay,TrerPlay
471,Action|Adventure|RPG|Fantasy|,2.9,3042,Torchlight III,Echtra Inc.,Echtra Inc.
472,Action|FPS|,3.3,7944,AFTER-H,SmartVR Studio,SmartVR Studio
473,Adventure|RPG|,4.2,4251,Kokurase Episode 1,galanti|Vaka Game Magazine,galanti|Vaka Game Magazine
474,Casual|,1.2,579,Skyreach,Rainbow Goats Studio,Rainbow Goats Studio
475,Action|Adventure|Horror|Atmospheric|,1.4,8853,Passing Pineview Forest,VIS-Games,VIS-Games
476,Action|RPG|Fantasy|,1.9,7913,Kingdoms Rise,Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.
477,Adventure|Story Rich|Fantasy|Casual|Atmospheric|,2.8,2461,Minecraft: Story Mode - A Telltale Games Series,Telltale Games,Telltale Games
478,Action|Casual|,4.7,6617,AXIOM SOCCER,Earthbound Games Ltd.,Earthbound Games Ltd.
479,Simulation|Colorful|Casual|,0.8,8395,Vilmonic,Bludgeonsoft,Bludgeonsoft
480,Action|FPS|,4.4,4068,TO4: Tactical Operations,TacByte,TacByte
481,Adventure|RPG|Fantasy|Story Rich|Strategy|Casual|,4.2,5050,- Arcane Raise -,Arcane Raise,Arcane Raise
482,Simulation|,1.5,5208,Six Days of Snow,ebi-hime,ebi-hime
483,Action|Sci-fi|FPS|Arcade|,2.7,9675,Drunken Robot Pornography,Dejobaan Games| LLC,Dejobaan Games| LLC
